,game_id,passer_player_name,posteam,defteam,season,week,passing_yards,home_flag_passer,pass_attempts,roof,surface,completion_percentage_ewma_passer,pass_attempts_ewma_passer,air_yards_ewma_passer,yards_after_catch_ewma_passer,epa_ewma_passer,interception_ewma_passer,qb_hit_ewma_passer,sack_ewma_passer,pass_touchdown_ewma_passer,passing_yards_ewma_passer,cpoe_ewma_passer,home_flag_defense,completion_percentage_ewma_defense,pass_attempts_ewma_defense,air_yards_ewma_defense,yards_after_catch_ewma_defense,epa_ewma_defense,interception_ewma_defense,qb_hit_ewma_defense,sack_ewma_defense,pass_touchdown_ewma_defense,passing_yards_ewma_defense,cpoe_ewma_defense
1,2015_14_TEN_NYJ,M.Mariota,TEN,NYJ,2015,14,274.0,False,38.0,outdoors,fieldturf,0.662542150613658,29.6865262159599,314.5917219888904,79.41285056225445,3.1247434121419166,1.1428329494648422,3.9931242379081424,3.4493971006638673,2.7033261075734996,252.76480151740958,0.30437820500133556,True,0.5515978912518817,38.40542300165588,338.4612223393045,158.89389583019718,2.111367674868419,0.9062020171609212,7.428868734005722,2.892292638867981,1.6100707511666417,302.8819057654674,-8.93342843171729
3,2019_16_DET_DEN,D.Lock,DEN,DET,2019,16,192.0,True,33.0,outdoors,grass,0.5660749559219066,35.07692307692307,225.53846153846155,152.5384615384615,-4.113424172768226,1.0,8.769230769230768,1.6153846153846152,0.8461538461538463,225.6153846153846,-10.13158845901489,False,0.7101870681403966,37.94476400427517,397.8719071505392,164.43531673220477,18.734285813411336,0.7654678015826156,5.085060991417881,1.7275294336069151,3.1475644411587114,392.5404276173288,4.387477925971833
5,2014_05_KC_SF,C.Kaepernick,SF,KC,2014,5,201.0,True,26.0,outdoors,grass,0.6402387768030167,30.8,233.725,94.7,-1.9677774906158443,0.9,4.275,3.2499999999999996,1.7,225.89999999999998,-2.9488859534263603,False,0.6692701771855354,31.35,220.24999999999997,161.65,-8.580674695968629,1.3499999999999999,2.75,3.0999999999999996,1.8499999999999999,225.49999999999997,-3.8926429897546764
7,2014_04_TB_PIT,B.Roethlisberger,PIT,TB,2014,4,314.0,True,39.0,outdoors,grass,0.725198929126446,30.69230769230769,154.23076923076923,125.92307692307692,0.9730904652522157,0.3076923076923077,3.0,1.3846153846153844,1.4615384615384615,213.84615384615384,4.6147416188166686,False,0.8463949882067165,27.92307692307692,297.6153846153846,82.23076923076923,17.722273239722618,0.6923076923076922,2.5384615384615383,1.2307692307692306,2.2307692307692304,314.2307692307692,18.93834326817439
9,2014_07_HOU_PIT,B.Roethlisberger,PIT,HOU,2014,7,265.0,True,33.0,outdoors,grass,0.5837030777564416,39.37087912087912,393.81868131868134,84.97802197802199,-5.685572571806855,0.6785714285714285,4.78021978021978,2.645604395604396,1.164835164835165,243.88736263736263,-2.1968853224764806,False,0.608151416365917,41.77197802197802,393.93131868131866,130.86813186813188,10.901050441540203,1.054945054945055,7.653846153846155,2.4065934065934065,2.6538461538461537,344.4807692307692,-3.2082652587157026
13,2018_12_PIT_DEN,B.Roethlisberger,PIT,DEN,2018,12,462.0,False,54.0,outdoors,grass,0.6936568356217642,38.41803278688524,320.32624305649637,158.9166779569164,2.382381697549615,2.0287901368378267,4.938626202411598,1.6564151199024524,2.660648963555074,312.71155669963423,0.47838458754783447,True,0.6874302782228348,36.33779298198076,285.54823194689067,188.23336946213252,10.899030219965907,1.492548435171386,5.587183308494784,3.2309646389378135,2.108454139005555,344.50640157160274,1.0768472189228802
16,2021_08_TEN_IND,R.Tannehill,TEN,IND,2021,8,265.0,False,31.0,open,fieldturf,0.7738087629901087,26.086916742909423,215.3412625800549,119.85544373284539,11.332125929987768,0.9066788655077768,4.247026532479415,1.0841720036596525,0.7913998170173834,252.83348581884724,10.526306770189791,True,0.672793992974839,30.02378774016469,250.86642268984448,73.68069533394329,-8.541473433825255,1.7978042086001829,4.871912168344007,2.0146386093321134,1.0466605672461118,215.03568161024705,-2.870398649466986
18,2021_16_SF_TEN,R.Tannehill,TEN,SF,2021,16,209.0,True,29.0,outdoors,grass,0.705566647428082,30.55605347976403,202.07285559928476,84.8586371474783,-11.480056576590746,0.844493210073745,7.455074756929171,3.781017560644353,0.11284457684015453,161.81197616208178,1.9368333241906972,False,0.6453874039736469,32.69792522132701,261.33555064554065,84.79906075056326,-2.7126370380483373,0.1045576721399767,8.659536923516946,3.4655368800293043,1.3128735128480893,260.55714694306965,4.575114164872849
20,2022_14_BAL_PIT,T.Huntley,BAL,PIT,2022,14,88.0,False,12.0,outdoors,grass,0.8999999761581421,30.0,186.0,82.0,-0.6543898582458496,1.0,3.0,2.0,0.0,187.0,16.28133773803711,True,0.5971517495282727,26.443877013397564,330.0158738521752,62.5314165286768,-3.3991865877827547,1.0869561944904411,4.979610115911486,1.5575831702544034,1.2479677856390186,189.79082116513624,-4.023055653118609
21,2022_18_BAL_CIN,A.Brown,BAL,CIN,2022,18,286.0,False,40.0,outdoors,fieldturf,0.6000000238418579,5.0,52.0,4.0,-1.5073695182800293,0.0,2.0,1.0,0.0,16.0,-4.3442277908325195,True,0.665687275362948,34.800544236612886,360.8047601677786,90.2649679355346,1.5058359939883996,0.5206737015351555,6.417747945383432,3.1011063839988915,2.1037939756522204,258.6629901959076,4.063014202908444
23,2022_08_CIN_CLE,J.Brissett,CLE,CIN,2022,8,278.0,True,21.0,outdoors,grass,0.7228674023171031,31.209515096065875,268.2305580969808,94.1939615736505,-1.9118424161028011,0.5462031107044831,5.548947849954255,4.268984446477584,0.31655992680695333,256.6166514181153,9.870312866004149,False,0.595598868732592,20.364135407136324,173.94602012808787,54.43824336688015,0.9189368188653858,0.13998170173833493,4.843549862763037,2.3586459286367796,0.9917657822506863,145.8270814272644,1.3417861006833602
